location,alias_city,alias_address,georeferencingString,type
VOBARNO: Via Pavoni : Collio : COD.ASL 17204/2R,VOBARNO,Via Pavoni,"Via Pavoni, VOBARNO, BS, Lombardia, Italia",POINT
GAVARDO: Via S. Pellegrino : COD.ASL 17077/2R,GAVARDO,Via S. Pellegrino,"Via S. Pellegrino, GAVARDO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Berniga : COD.ASL 17201/4R,VILLANUOVA SUL CLISI,Via Berniga,"Via Berniga, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Pier : COD.ASL 17201/1R,VILLANUOVA SUL CLISI,Via Ponte Pier,"Via Ponte Pier, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
Villanuova sul Clisi : Piazza Roma,Villanuova sul Clisi,Piazza Roma,"Piazza Roma, Villanuova sul Clisi, BS, Lombardia, Italia",POINT
SABBIO CHIESE: Via San Lorenzo : Clibbio : COD.ASL 17168/6R,SABBIO CHIESE,Via San Lorenzo,"Via San Lorenzo, SABBIO CHIESE, BS, Lombardia, Italia",POINT
VOBARNO: Via Comunale : Carpeneda : COD.ASL 17204/5R,VOBARNO,Via Comunale,"Via Comunale, VOBARNO, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Odorici : COD.ASL 17164/2R,ROE VOLCIANO,Via Odorici,"Via Odorici, ROE VOLCIANO, BS, Lombardia, Italia",POINT
VOBARNO: Piazza del  Volontariato : Pompegnino : COD.ASL 17204/12R,VOBARNO,Piazza del  Volontariato,"Piazza del  Volontariato, VOBARNO, BS, Lombardia, Italia",POINT
VOBARNO: Via Poli : COD.ASL 17204/11R,VOBARNO,Via Poli,"Via Poli, VOBARNO, BS, Lombardia, Italia",POINT
GAVARDO: Piazza Corioni : Soprazocco : COD.ASL 17077/7R,GAVARDO,Piazza Corioni,"Piazza Corioni, GAVARDO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Mezzane : Poggio al sole : COD.ASL 17201/3R,VILLANUOVA SUL CLISI,Via Mezzane,"Via Mezzane, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via Ponte Chiese : Valverde : COD.ASL 17201/2R,VILLANUOVA SUL CLISI,Via Ponte Chiese,"Via Ponte Chiese, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
VOBARNO: Piazza Chiesa : Teglie : COD.ASL 17204/4R,VOBARNO,Piazza Chiesa,"Piazza Chiesa, VOBARNO, BS, Lombardia, Italia",POINT
VILLANUOVA SUL CLISI: Via XXIV Maggio : COD.ASL 17201/6R,VILLANUOVA SUL CLISI,Via XXIV Maggio,"Via XXIV Maggio, VILLANUOVA SUL CLISI, BS, Lombardia, Italia",POINT
ROE VOLCIANO: Via Ascensione : COD.ASL 17164/1R,ROE VOLCIANO,Via Ascensione,"Via Ascensione, ROE VOLCIANO, BS, Lombardia, Italia",POINT
Vobarno : Via Castegnino,Vobarno,Via Castegnino,"Via Castegnino, Vobarno, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Piazza Vittoria : Ludriano : COD.ASL 17162/2R ,ROCCAFRANCA,Piazza Vittoria,"Piazza Vittoria, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Donizetti : COD.ASL 17162/1R ,ROCCAFRANCA,Via Donizetti,"Via Donizetti, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Paolo VI Angolo Via Francesca,ROCCAFRANCA,Via Paolo VI Angolo Via Francesca,"Via Paolo VI Angolo Via Francesca, ROCCAFRANCA, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Capriano del Colle : Via Garibaldi ,Capriano del Colle,Via Garibaldi,"Via Garibaldi, Capriano del Colle, BS, Lombardia, Italia",POINT
Mairano : Via Cabrino da Mairano,Mairano,Via Cabrino da Mairano,"Via Cabrino da Mairano, Mairano, BS, Lombardia, Italia",POINT
MANERBIO: Via Offlaga : Cimitero : COD.ASL 17103/4R,MANERBIO,Via Offlaga,"Via Offlaga, MANERBIO, BS, Lombardia, Italia",POINT
OFFLAGA: Via Conte Fè d'Ostiani : COD.ASL 17122/1R,OFFLAGA,Via Conte Fè d'Ostiani,"Via Conte Fè d'Ostiani, OFFLAGA, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
MAIRANO: Piazza Calini : COD.ASL 17099/1R ,MAIRANO,Piazza Calini,"Piazza Calini, MAIRANO, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
SAN PAOLO: Via Grande : Scarpizzolo : COD.ASL 17138/3R ,SAN PAOLO,Via Grande,"Via Grande, SAN PAOLO, BS, Lombardia, Italia",POINT
OFFLAGA: Piazza Vittoria : Cignano : COD.ASL 17122/2R,OFFLAGA,Piazza Vittoria,"Piazza Vittoria, OFFLAGA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Tese : COD.ASL 17037/2R ,CAPRIANO DEL COLLE,Via Tese,"Via Tese, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
OFFLAGA: Via Roma : Faverzano : COD.ASL 17122/3R,OFFLAGA,Via Roma,"Via Roma, OFFLAGA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Morari : COD.ASL 17037/1R ,CAPRIANO DEL COLLE,Via Morari,"Via Morari, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
LONGHENA: Piazza della Chiesa : COD.ASL 17093/1R ,LONGHENA,Piazza della Chiesa,"Piazza della Chiesa, LONGHENA, BS, Lombardia, Italia",POINT
Brandico : Via Martiri della Libertà ,Brandico,Via Martiri della Libertà,"Via Martiri della Libertà, Brandico, BS, Lombardia, Italia",POINT
BRANDICO: Via IV Novembre : COD.ASL 17026/1R ,BRANDICO,Via IV Novembre,"Via IV Novembre, BRANDICO, BS, Lombardia, Italia",POINT
Longhena : Via Chiesa,Longhena,Via Chiesa,"Via Chiesa, Longhena, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via della Repubblica : COD.ASL 17009/4R ,BAGNOLO MELLA,Via della Repubblica,"Via della Repubblica, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Piazzale Marcolini : COD.ASL 17173/3R,SAN ZENO NAVIGLIO,Piazzale Marcolini,"Piazzale Marcolini, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Bianchetti : COD.ASL 17173/2R,SAN ZENO NAVIGLIO,Via Bianchetti,"Via Bianchetti, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Roma : COD.ASL 17009/2R ,BAGNOLO MELLA,Via Roma,"Via Roma, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Trento : Fenili Belasi : COD.ASL 17037/3R ,CAPRIANO DEL COLLE,Via Trento,"Via Trento, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
Capriano del Colle : Via Garibaldi ,Capriano del Colle,Via Garibaldi,"Via Garibaldi, Capriano del Colle, BS, Lombardia, Italia",POINT
BRESCIA: Via Rione : Folzano : COD.ASL 17029/18R ,BRESCIA,Via Rione,"Via Rione, BRESCIA, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Pace,SAN ZENO NAVIGLIO,Via Pace,"Via Pace, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
Brescia : Via Verziano,Brescia,Via Verziano,"Via Verziano, Brescia, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Urne di sotto : COD.ASL 17009/1R ,BAGNOLO MELLA,Via Urne di sotto,"Via Urne di sotto, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
Capriano del Colle : Fenili Belasi,Capriano del Colle,Fenili Belasi,"Fenili Belasi, Capriano del Colle, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Tese : COD.ASL 17037/2R ,CAPRIANO DEL COLLE,Via Tese,"Via Tese, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
San Zeno Naviglio : Piazza G. Marconi,San Zeno Naviglio,Piazza G. Marconi,"Piazza G. Marconi, San Zeno Naviglio, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via I Maggio : COD.ASL 17009/5R ,BAGNOLO MELLA,Via I Maggio,"Via I Maggio, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Viale Europa : COD.ASL 17009/3R ,BAGNOLO MELLA,Viale Europa,"Viale Europa, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
Bagnolo del Mella : Via Gobetti,Bagnolo del Mella,Via Gobetti,"Via Gobetti, Bagnolo del Mella, BS, Lombardia, Italia",POINT
BRESCIA: Via Verziano : COD.ASL 17029/21R ,BRESCIA,Via Verziano,"Via Verziano, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via XI : Villaggio Sereno : COD.ASL 17029/20R ,BRESCIA,Via XI,"Via XI, BRESCIA, BS, Lombardia, Italia",POINT
CAPRIANO DEL COLLE: Via Morari : COD.ASL 17037/1R ,CAPRIANO DEL COLLE,Via Morari,"Via Morari, CAPRIANO DEL COLLE, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Piazza Marconi : COD.ASL 17173/1R,SAN ZENO NAVIGLIO,Piazza Marconi,"Piazza Marconi, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Mascagni,SAN ZENO NAVIGLIO,Via Mascagni,"Via Mascagni, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
Brescia : Via della Palla,Brescia,Via della Palla,"Via della Palla, Brescia, BS, Lombardia, Italia",POINT
GOTTOLENGO: Via Roma : COD.ASL 17080/2R ,GOTTOLENGO,Via Roma,"Via Roma, GOTTOLENGO, BS, Lombardia, Italia",POINT
GOTTOLENGO: Via Alberini : COD.ASL 17080/3R ,GOTTOLENGO,Via Alberini,"Via Alberini, GOTTOLENGO, BS, Lombardia, Italia",POINT
GAMBARA: Strada Provinciale VIII : COD.ASL 17073/1R ,GAMBARA,Strada Provinciale VIII,"Strada Provinciale VIII, GAMBARA, BS, Lombardia, Italia",POINT
Gottolengo : Via Cavour,Gottolengo,Via Cavour,"Via Cavour, Gottolengo, BS, Lombardia, Italia",POINT
GAMBARA: Via Lamarmora : COD.ASL 17073/3R ,GAMBARA,Via Lamarmora,"Via Lamarmora, GAMBARA, BS, Lombardia, Italia",POINT
GAMBARA: Via Martiri della Libertà : COD.ASL 17073/2R ,GAMBARA,Via Martiri della Libertà,"Via Martiri della Libertà, GAMBARA, BS, Lombardia, Italia",POINT
GOTTOLENGO: Piazza Martiri della Libertà : COD.ASL 17080/1R ,GOTTOLENGO,Piazza Martiri della Libertà,"Piazza Martiri della Libertà, GOTTOLENGO, BS, Lombardia, Italia",POINT
Gambara : Via Lamarmora,Gambara,Via Lamarmora,"Via Lamarmora, Gambara, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Roma : COD.ASL 17021/2R ,BORGOSATOLLO,Via Roma,"Via Roma, BORGOSATOLLO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Piazzale Marcolini : COD.ASL 17173/3R,SAN ZENO NAVIGLIO,Piazzale Marcolini,"Piazzale Marcolini, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Bianchetti : COD.ASL 17173/2R,SAN ZENO NAVIGLIO,Via Bianchetti,"Via Bianchetti, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
MONTIRONE: Piazza Risorgimento : COD.ASL 17114/1R ,MONTIRONE,Piazza Risorgimento,"Piazza Risorgimento, MONTIRONE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Roma : COD.ASL 17009/2R ,BAGNOLO MELLA,Via Roma,"Via Roma, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
Borgosatollo : Piazza Castello,Borgosatollo,Piazza Castello,"Piazza Castello, Borgosatollo, BS, Lombardia, Italia",POINT
MONTIRONE: Via Puccini : COD.ASL 17114/3R ,MONTIRONE,Via Puccini,"Via Puccini, MONTIRONE, BS, Lombardia, Italia",POINT
MONTIRONE: Via Campagna : COD.ASL 17114/2R ,MONTIRONE,Via Campagna,"Via Campagna, MONTIRONE, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via Urne di sotto : COD.ASL 17009/1R ,BAGNOLO MELLA,Via Urne di sotto,"Via Urne di sotto, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
CASTENEDOLO: Via Pasubio : Capodimonte : COD.ASL 17043/4R ,CASTENEDOLO,Via Pasubio,"Via Pasubio, CASTENEDOLO, BS, Lombardia, Italia",POINT
Montirone : Via F. Corridoni,Montirone,Via F. Corridoni,"Via F. Corridoni, Montirone, BS, Lombardia, Italia",POINT
San Zeno Naviglio : Piazza G. Marconi,San Zeno Naviglio,Piazza G. Marconi,"Piazza G. Marconi, San Zeno Naviglio, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Via I Maggio : COD.ASL 17009/5R ,BAGNOLO MELLA,Via I Maggio,"Via I Maggio, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
BAGNOLO MELLA: Viale Europa : COD.ASL 17009/3R ,BAGNOLO MELLA,Viale Europa,"Viale Europa, BAGNOLO MELLA, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via IV Novembre : Piffione : COD.ASL 17021/4R ,BORGOSATOLLO,Via IV Novembre,"Via IV Novembre, BORGOSATOLLO, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Toscanini : COD.ASL 17021/1R ,BORGOSATOLLO,Via Toscanini,"Via Toscanini, BORGOSATOLLO, BS, Lombardia, Italia",POINT
Bagnolo del Mella : Via Gobetti,Bagnolo del Mella,Via Gobetti,"Via Gobetti, Bagnolo del Mella, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Pascoli : COD.ASL 17021/3R ,BORGOSATOLLO,Via Pascoli,"Via Pascoli, BORGOSATOLLO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Piazza Marconi : COD.ASL 17173/1R,SAN ZENO NAVIGLIO,Piazza Marconi,"Piazza Marconi, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
BRESCIA: Via Moretto angolo Via Santa Croce : COD.ASL 17029/24R ,BRESCIA,Via Moretto angolo Via Santa Croce,"Via Moretto angolo Via Santa Croce, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Veneto  angolo Via Salvo d'Acquisto : COD.ASL 17029/14R ,BRESCIA,Via Veneto  angolo Via Salvo d'Acquisto,"Via Veneto  angolo Via Salvo d'Acquisto, BRESCIA, BS, Lombardia, Italia",POINT
GUSSAGO: Via Civine : COD.ASL 17081/3R ,GUSSAGO,Via Civine,"Via Civine, GUSSAGO, BS, Lombardia, Italia",POINT
BRESCIA: Via Vallecamonica : Mandolossa : COD.ASL 17029/10R ,BRESCIA,Via Vallecamonica,"Via Vallecamonica, BRESCIA, BS, Lombardia, Italia",POINT
CONCESIO: Via Segheria : San Vigilio : COD.ASL 17061/2R,CONCESIO,Via Segheria,"Via Segheria, CONCESIO, BS, Lombardia, Italia",POINT
Brescia : Via Franzinetti,Brescia,Via Franzinetti,"Via Franzinetti, Brescia, BS, Lombardia, Italia",POINT
Gussago : Via Sale,Gussago,Via Sale,"Via Sale, Gussago, BS, Lombardia, Italia",POINT
BRESCIA: Via Capretti angolo Via Triumplina : COD.ASL 17029/27R ,BRESCIA,Via Capretti angolo Via Triumplina,"Via Capretti angolo Via Triumplina, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Violino di Sotto : COD.ASL 17029/11R ,BRESCIA,Via Violino di Sotto,"Via Violino di Sotto, BRESCIA, BS, Lombardia, Italia",POINT
CONCESIO: Via Mazzini : San Vigilio : COD.ASL 17061/1R ,CONCESIO,Via Mazzini,"Via Mazzini, CONCESIO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Kennedy : Casaglio,GUSSAGO,Via Kennedy,"Via Kennedy, GUSSAGO, BS, Lombardia, Italia",POINT
CELLATICA: Via Aldo Moro : COD.ASL 17048/1R ,CELLATICA,Via Aldo Moro,"Via Aldo Moro, CELLATICA, BS, Lombardia, Italia",POINT
CELLATICA: Via Risorgimento : COD.ASL 17048/3R,CELLATICA,Via Risorgimento,"Via Risorgimento, CELLATICA, BS, Lombardia, Italia",POINT
COLLEBEATO: Via San Francesco : COD.ASL 17057/1R ,COLLEBEATO,Via San Francesco,"Via San Francesco, COLLEBEATO, BS, Lombardia, Italia",POINT
GUSSAGO: Piazza San Lorenzo : COD.ASL 17081/2R ,GUSSAGO,Piazza San Lorenzo,"Piazza San Lorenzo, GUSSAGO, BS, Lombardia, Italia",POINT
GUSSAGO: Via San Zenone : Ronco : COD.ASL 17081/5R ,GUSSAGO,Via San Zenone,"Via San Zenone, GUSSAGO, BS, Lombardia, Italia",POINT
Brescia : Via Prima Villaggio Badia,Brescia,Via Prima Villaggio Badia,"Via Prima Villaggio Badia, Brescia, BS, Lombardia, Italia",POINT
COLLEBEATO: Campiani : COD.ASL 17057/2R ,COLLEBEATO,Campiani,"Campiani, COLLEBEATO, BS, Lombardia, Italia",POINT
CONCESIO: Via Ca' de Bosio : COD.ASL 17061/3R ,CONCESIO,Via Ca' de Bosio,"Via Ca' de Bosio, CONCESIO, BS, Lombardia, Italia",POINT
Brescia : Via Casazza,Brescia,Via Casazza,"Via Casazza, Brescia, BS, Lombardia, Italia",POINT
Collebeato : Via Saletto,Collebeato,Via Saletto,"Via Saletto, Collebeato, BS, Lombardia, Italia",POINT
BRESCIA: Via Milano : Campo Fiera : COD.ASL 17029/12R ,BRESCIA,Via Milano,"Via Milano, BRESCIA, BS, Lombardia, Italia",POINT
GUSSAGO: Via Seriola : Navezze : COD.ASL 17081/4R ,GUSSAGO,Via Seriola,"Via Seriola, GUSSAGO, BS, Lombardia, Italia",POINT
GUSSAGO: Via Trieste : Sale : COD.ASL 17081/1R ,GUSSAGO,Via Trieste,"Via Trieste, GUSSAGO, BS, Lombardia, Italia",POINT
Brescia : Via Niccolo Tommaseo,Brescia,Via Niccolo Tommaseo,"Via Niccolo Tommaseo, Brescia, BS, Lombardia, Italia",POINT
BRESCIA: Corso Matteotti angolo Corso Garibaldi : COD.ASL 17029/25R ,BRESCIA,Corso Matteotti angolo Corso Garibaldi,"Corso Matteotti angolo Corso Garibaldi, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Piazza della Loggia : COD.ASL 17029/13R ,BRESCIA,Piazza della Loggia,"Piazza della Loggia, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Gabbiane : San Bartolomeo : COD.ASL 17029/1R ,BRESCIA,Via Gabbiane,"Via Gabbiane, BRESCIA, BS, Lombardia, Italia",POINT
CONCESIO: Via Due Muri : Roncaglie : COD.ASL 17061/5R,CONCESIO,Via Due Muri,"Via Due Muri, CONCESIO, BS, Lombardia, Italia",POINT
CONCESIO: Via Gilli : San Vigilio : COD.ASL 17061/4R,CONCESIO,Via Gilli,"Via Gilli, CONCESIO, BS, Lombardia, Italia",POINT
Cellatica : Via Magenta,Cellatica,Via Magenta,"Via Magenta, Cellatica, BS, Lombardia, Italia",POINT
BRESCIA: Via Cucca : Sant'Anna : COD.ASL 17029/9R ,BRESCIA,Via Cucca,"Via Cucca, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Piazza : Urago Mella : COD.ASL 17029/8R ,BRESCIA,Via Piazza,"Via Piazza, BRESCIA, BS, Lombardia, Italia",POINT
CELLATICA: Via Montebello : COD.ASL 17048/2R ,CELLATICA,Via Montebello,"Via Montebello, CELLATICA, BS, Lombardia, Italia",POINT
GUSSAGO: Via Carrebbio,GUSSAGO,Via Carrebbio,"Via Carrebbio, GUSSAGO, BS, Lombardia, Italia",POINT
Concesio :  Via Pascoli,Concesio,Via Pascoli,"Via Pascoli, Concesio, BS, Lombardia, Italia",POINT
ORZINUOVI: Via Ferraroli : COD.ASL 17125/3R ,ORZINUOVI,Via Ferraroli,"Via Ferraroli, ORZINUOVI, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Piazza Vittoria : Ludriano : COD.ASL 17162/2R ,ROCCAFRANCA,Piazza Vittoria,"Piazza Vittoria, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Donizetti : COD.ASL 17162/1R ,ROCCAFRANCA,Via Donizetti,"Via Donizetti, ROCCAFRANCA, BS, Lombardia, Italia",POINT
ROCCAFRANCA: Via Paolo VI Angolo Via Francesca,ROCCAFRANCA,Via Paolo VI Angolo Via Francesca,"Via Paolo VI Angolo Via Francesca, ROCCAFRANCA, BS, Lombardia, Italia",POINT
GOTTOLENGO: Via Roma : COD.ASL 17080/2R ,GOTTOLENGO,Via Roma,"Via Roma, GOTTOLENGO, BS, Lombardia, Italia",POINT
Fiesse : Strada San Giacomo,Fiesse,Strada San Giacomo,"Strada San Giacomo, Fiesse, BS, Lombardia, Italia",POINT
GOTTOLENGO: Via Alberini : COD.ASL 17080/3R ,GOTTOLENGO,Via Alberini,"Via Alberini, GOTTOLENGO, BS, Lombardia, Italia",POINT
FIESSE: Strada Cadimarco : COD.ASL 17071/2R ,FIESSE,Strada Cadimarco,"Strada Cadimarco, FIESSE, BS, Lombardia, Italia",POINT
GAMBARA: Strada Provinciale VIII : COD.ASL 17073/1R ,GAMBARA,Strada Provinciale VIII,"Strada Provinciale VIII, GAMBARA, BS, Lombardia, Italia",POINT
Gottolengo : Via Cavour,Gottolengo,Via Cavour,"Via Cavour, Gottolengo, BS, Lombardia, Italia",POINT
FIESSE: Via Nazzari,FIESSE,Via Nazzari,"Via Nazzari, FIESSE, BS, Lombardia, Italia",POINT
FIESSE: Piazza Caduti : COD.ASL 17071/1R ,FIESSE,Piazza Caduti,"Piazza Caduti, FIESSE, BS, Lombardia, Italia",POINT
GAMBARA: Via Lamarmora : COD.ASL 17073/3R ,GAMBARA,Via Lamarmora,"Via Lamarmora, GAMBARA, BS, Lombardia, Italia",POINT
GAMBARA: Via Martiri della Libertà : COD.ASL 17073/2R ,GAMBARA,Via Martiri della Libertà,"Via Martiri della Libertà, GAMBARA, BS, Lombardia, Italia",POINT
GOTTOLENGO: Piazza Martiri della Libertà : COD.ASL 17080/1R ,GOTTOLENGO,Piazza Martiri della Libertà,"Piazza Martiri della Libertà, GOTTOLENGO, BS, Lombardia, Italia",POINT
Gambara : Via Lamarmora,Gambara,Via Lamarmora,"Via Lamarmora, Gambara, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Roma : COD.ASL 17021/2R ,BORGOSATOLLO,Via Roma,"Via Roma, BORGOSATOLLO, BS, Lombardia, Italia",POINT
BRESCIA: Via Moretto angolo Via Santa Croce : COD.ASL 17029/24R ,BRESCIA,Via Moretto angolo Via Santa Croce,"Via Moretto angolo Via Santa Croce, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Veneto  angolo Via Salvo d'Acquisto : COD.ASL 17029/14R ,BRESCIA,Via Veneto  angolo Via Salvo d'Acquisto,"Via Veneto  angolo Via Salvo d'Acquisto, BRESCIA, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Piazzale Marcolini : COD.ASL 17173/3R,SAN ZENO NAVIGLIO,Piazzale Marcolini,"Piazzale Marcolini, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Bianchetti : COD.ASL 17173/2R,SAN ZENO NAVIGLIO,Via Bianchetti,"Via Bianchetti, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
BRESCIA: Via Benacense angolo Via Canalotto : COD.ASL 17029/2R ,BRESCIA,Via Benacense angolo Via Canalotto,"Via Benacense angolo Via Canalotto, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Micheli : Lamarmora : COD.ASL 17029/19R ,BRESCIA,Via Micheli,"Via Micheli, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Rione : Folzano : COD.ASL 17029/18R ,BRESCIA,Via Rione,"Via Rione, BRESCIA, BS, Lombardia, Italia",POINT
SAN ZENO NAVIGLIO: Via Pace,SAN ZENO NAVIGLIO,Via Pace,"Via Pace, SAN ZENO NAVIGLIO, BS, Lombardia, Italia",POINT
BRESCIA: Via Dal Monte : COD.ASL 17029/6R ,BRESCIA,Via Dal Monte,"Via Dal Monte, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Chiesanuova : COD.ASL 17029/23R ,BRESCIA,Via Chiesanuova,"Via Chiesanuova, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Grandi : COD.ASL 17029/22R ,BRESCIA,Via Grandi,"Via Grandi, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Lama : Mompiano : COD.ASL 17029/26R ,BRESCIA,Via Lama,"Via Lama, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Raffaello : San Polo : COD.ASL 17029/16R ,BRESCIA,Via Raffaello,"Via Raffaello, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Milano : Campo Fiera : COD.ASL 17029/12R ,BRESCIA,Via Milano,"Via Milano, BRESCIA, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via IV Novembre : Piffione : COD.ASL 17021/4R ,BORGOSATOLLO,Via IV Novembre,"Via IV Novembre, BORGOSATOLLO, BS, Lombardia, Italia",POINT
BRESCIA: Corso Matteotti angolo Corso Garibaldi : COD.ASL 17029/25R ,BRESCIA,Corso Matteotti angolo Corso Garibaldi,"Corso Matteotti angolo Corso Garibaldi, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Piazza della Loggia : COD.ASL 17029/13R ,BRESCIA,Piazza della Loggia,"Piazza della Loggia, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Fiorentini : San Polo : COD.ASL 17029/15R ,BRESCIA,Via Fiorentini,"Via Fiorentini, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Gabbiane : San Bartolomeo : COD.ASL 17029/1R ,BRESCIA,Via Gabbiane,"Via Gabbiane, BRESCIA, BS, Lombardia, Italia",POINT
BORGOSATOLLO: Via Pascoli : COD.ASL 17021/3R ,BORGOSATOLLO,Via Pascoli,"Via Pascoli, BORGOSATOLLO, BS, Lombardia, Italia",POINT
BRESCIA: Via Cremona : Quartiere Leonessa : COD.ASL 17029/5R ,BRESCIA,Via Cremona,"Via Cremona, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Cucca : Sant'Anna : COD.ASL 17029/9R ,BRESCIA,Via Cucca,"Via Cucca, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Piazza : Urago Mella : COD.ASL 17029/8R ,BRESCIA,Via Piazza,"Via Piazza, BRESCIA, BS, Lombardia, Italia",POINT
BRESCIA: Via Verziano : COD.ASL 17029/21R ,BRESCIA,Via Verziano,"Via Verziano, BRESCIA, BS, Lombardia, Italia",POINT
